S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Sugar_g,Sodium_mg,Dietary_Fiber_g,Cholesterol_mg,Calcium_mg,Vitamin,Iron_mg,Price_INR,Source_of_Data,Collection_Date,Collected_By,Remarks
619,Haldiram's Badam Halwa,HALDIRAMS,SWEETS,HALWA,"Sugar, Corn Starch, Refined Palmolein Oil, Almonds, Cashew Nuts, Cardamom & Acidity Regulator (E 330), Contains Permitted Synthetic Food Colours [Sunset Yellow (E 110), Tartrazine (E 102) & Brilliant Blue (E 133)] And Added Artificial Flavouring Substances (Orange & Pistachio), Contains Cashew & Almond.",100,470,78.8,5.2,9.07,4.4,0,29.18,5,0.5,0,0,0,0,50,,,,
620,fresho! Signature Turkish Baklava,FRESHO SIGNATURE,SWEETS,BAKLAVA,"Refined wheat flour (Maida), Kunafa (Wheat flour (Atta), Starch, Iodised salt, Emulsifier (INS 322 (i)), Edible vegetable oil (Refined sunflower oil), Preservative (INS 202)), Sugar, Corn flour, Pista (16.25%), Cashew (16.22%), Almond (16.51%), Mixed dried fruits (12.89%) (Almond, Pista, Cashew), Milk solids (Ghee), Baklava mixture (Sugar, Iodised salt, Emulsifier (INS 481 (i)), Raising agent (INS 500 (ii)), Preservatives (INS 282, INS 202)), Humectant (INS 422), Honey, Liquid glucose.",100,439.5,65.66,7.74,15.48,5.52,0,22.88,230,3.29,15,0,0,0,799,,,,
621,Amul Rasmalai,AMUL,SWEETS,RASMALAI,"Rabdi (milk solids, sugar), chhana (milk, lactic acid) (24%), pistachio (0.4%), nature identical flavouring substances.",100,181,17,7.2,9.6,5.8,0,16,16,0,34,0,,0,250,,,,
622,Amul Khoa,AMUL,SWEETS,KHOA,Milk Solids,100,346,23,14,22,13.2,0,23,200,0,60,0,0,0,225,,,,
623,Mithai Remix Mango Truffle Peda,MITHAI REMIX,SWEETS,PEDA,"Full cream milk, Ghee, Sjar, Cardamom and Khoya.",100,743,45.3,11,59.6,37.1,0,33.6,379,0.1,203,360,0,0,350,,,,
624,Lal Signature Horlicks Burfi,LAL ,SWEETS,BURFI,"Sugar, Edible Vegetable Oil (Palmolein), Bengal Gram Flour (Besan), Horlicks Malt (Barley, Wheat Flour (Atta), Wheat, Millet), Milk Solids, Wheat Gluten, Edible Iodised Salt, Soy Protein Isolate, Acidity Regulators (INS 51(ii), 5 (ii)) and Almond",100,490,54.3,7,57.2,13,0,38.5,40,0,0,0,0,0,159,,,,
625,Lal Signature Milk Cake,LAL,SWEETS,PEDA,"Sugar, Milk Solids, Edible Vegetable Oil (Palmolein), Acidity Regulator - INS 334",100,423,62,10,15,7,0,43.4,136,0,2,0,0,0,159,,,,
626,Chitale Bandhu Mawa Modak,CHITALE BANDHU,SWEETS,MODAK,"Khoa, Sweetened Khoa (Khoa, Refined Sugar), Refi.d Sugar, Nutmeg Powder, Cardamom Powder, Preservative (INS 202), Natural Colour [INS 160]",100,474,47,15,25,16,0,37,152,<0.1,60,0,0,0,250,,,,
627,Bansiwala Paan Petha,BANSIWALA,SWEETS,PETHA,"Sugar, Ash Gourd (Pumpkin), Contains Permitted Synthetic Colour & Added Natural Flavouring Substance (Kewra Water)",100,227,68.15,0.33,0.39,0,0,53.6,0,0.8,0,0,0,0,260,,,,
628,Bansiwala Angoori Petha,BANSIWALA,SWEETS,PETHA,"Sugar, Ash Gourd (Pumpkin)",100,227,68.15,0.33,0.39,0,0,53.6,0,0.8,0,0,0,0,250,,,,
629,Nandini Millet Laddu,NANDINI,SWEETS,LADDU,"Milk Solids (Ghee, Dairy Whitener), Sugar, Pear Millet (15%), Finger Millet Flour (15%), Sorghum (15%), Natural Brown Sugar, Coconut Powder, Cardamom Powder, Cashew Nuts.",100,553,67.4,6.8,27.6,17.3,0,25.5,53.6,0,69,0,0,0,105,,,,
630,Daadi's Atta Gond Laddoo,DAADIS,SWEETS,LADDU,"Wheat Flour, Sugar Powder, Urad Dal Flour, Clarified Butter (Pure Cow Ghee), Dry Fruits, Gond (Edible Gum).",100,510.48,67.79,5.83,24,16.4,0,31.7,0,3.73,0,0,0,0,398,,,,
631,Currychief Madras Sambar,CURRYCHIEF,INSTANT FOOD,SAMBAR,"Water, Shallots, Onion, Tomato, Toor Dal, Moong Dal, Sunflower Oil, Salt, Red Chilly, Asafoetida, Green Chilly, Coriander, Fenugreek, Turmeric, Mustard, Cumin, Pepper, Rice, Channa Dal",100,178,18.3,7.4,8.3,0,0,0,0,0,0,0,0,0,120,,,,
632,Yu Jalapeno Cheese,YU FOODS,INSTANT FOOD,NOODLES,"100% Whole Wheat Flour (Noodles), Cheddar Cheese, Jalapeno, Milk, Butter, Sunflower Seed Oil, Sesame Seeds, Onion, Tomatoes, Garlic, Red Chilli Powder, Vinegar, Corn Flour, Leeks, Celery, Bay Leaf, Black Pepper Corn, Spring Onions, Salt",140,252,39,8,6,3,0,2,633,6,0,0,0,0,90,,,,
633,MOM 3 Cheese Instant Pasta,MOM,INSTANT FOOD,PASTA,"Durum Wheat Pasta (58%), Milk Solids (Cheese Powder), Mozzarella Cheese Powder, Parmesan Cheese Powder, Whole Milk Powder, Potato Starch, Wheat Flour, Spices and Condiments (Onion, Garlic, Parsley), Iodized Salt, Vegetable (Palm) Fat Powder, Maltodextrin, Natural and Nature Identical Flavouring Substances, Stabilizer (Ins 415), Flavour Enhancers (Ins 627, Ins 631)",100,392.9,69.1,12.1,8.1,2.7,0,4,392.9,4,0,67.7,0,4,85,,,,
634,Maggi Masala Cuppa Noodles,MAGGI,INSTANT FOOD,NOODLES," Refined wheat flour (Maida), Palm oil, Iodized salt, Thickeners (412 & 508), Humectant (451(i)), Acidity Regulators (501(i), 500(i) & 330). MASALA TASTEMAKER: Mixed spices (18.4%), Dehydrated vegetables (14.4%) (Carrot flakes (7.5%), Green peas (6.9%)), Sugar, Starch, Iodized salt, Nature identical flavouring substances, Tomato paste (5.6%), Toasted onion flakes (4.7%), Refined wheat flour (Maida), Roasted garlic flakes, Thickeners (508 & 415), Onion powder (2.8%), Palm oil, Herbs, Natural flavouring substance, Yeast extract powder, Flavour enhancer (635), Tamarind powder, Acidity Regulator (330) and Wheat gluten",100,387,52.5,7.1,17.2,12.2,0.38,3.2,944.3,0,0,0,0,0,50,,,,
635,MAGGI 2-Minute Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412). Acidity regulators (501(i) & 500(i)) and Humectant (451(1)). Masala Tastemaker: Mixed Spices (26.2%) (Onion powder, Coriander powder, Red chilli powder, Turmeric powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Toasted onion powder, Clove powder, Green cardamom powder, Nutmeg powder), Hydrolysed groundnut protein. Refined wheat flour (Maida), Sugar, Starch, Palm oil, lodized salt, Thickener (508), Acidity regulator (330), Flavour enhancer (635), Colour (150d), Mineral and Wheat gluten",100,384,59.6,8.2,12.5,8.2,0.13,1.8,1000,0,0,0,0,6.9,15,,,,
636,MTR Vegetable Upma,MTR,INSTANT FOOD,UPMA,"Semolina (75%), Edible Vegetable fat-interesterified (Palmolein Oil, Palm Kernel Oil), Dehydrated Carrot, Salt, Green chilli, Ginger, Sugar, Bengal gram, Curry leaves, Mustard, Dehydrated onion, Anticaking agent Silica (INS 551), Acidity Regulator (Citric acid (INS 330) and Tartaric acid (INS 334)",100,252,41.7,4.8,6.8,4,0,2.4,700,2.4,0,0,0,0,30,,,,
637,MOM Cheesy Peri Peri Instant Pasta,MOM,INSTANT FOOD,PASTA,"Pasta: Durum Wheat Pasta (58%), Cheesy Peri Peri Sauce Mix: Corn Starch, Iodised Salt, Milk Solids, Cheese Powder, Sugar, Vegetable (Palm) Fat Powder, Potato Starch, Spices , Condiments (Garlic, Onion, Chilli, Parsley), Hydrolysed Vegetable Protein, Cream Analogue (Hydrogenated Palm Oil, Caseinate) Acidity Regulators (INS270, INS330), Natural , Nature Identical Flavouring Substances, Yeast Extract Powder, Stabilizer (INS415), Flavour Enhancers (INS627, INS631), Anticaking Agent (INS551), Italian Seasoning Mix: Dehydrated Garlic, Iodized Salt, Spices and Herbs (Oregano, Basil, Black Pepper, Chilli) Edible Soyabean Oil, and Anti Caking Agent (INS551)",100,379.4,74.5,9.4,5.4,1.3,0,8.1,691,5.4,0,60.9,0,4.3,85,,,,
638,Currychief Chettinad Curry,CURRYCHIEF,INSTANT FOOD,CURRY,"Coconut, Curry Leaves, Fennel, Ginger-garlic, Onion, Pepper, Red Chilli, Salt, Spices and Condiments (Cardamom, Cinnamon, Cloves, Coriander, Star Anise, Stoneflower, Turmeric), Sunflower Oil, Tomato, Water",100,206,0.5,2.9,21,0,0,1.9,0,1.2,0,0,0,0,150,,,,
639,MOM Poha With Bhujia,MOM,INSTANT FOOD,POHA,"Poha (91%): Poha (70%) (Rice Flakes), Sugar, Roasted Peanuts, Edible Vegetable Oil (Soyabean Oil), Salt, Dehydrated Red Onion Flakes, Tomato, Spices & Condiments (Mustard, Red Chilli Powder, Turmeric), Acidity Regulator (INS 330), Curry Leaves. Bhujia (9%): Bean Flour (Moth Flour), Gram Pulse Flour, Edible Vegetable Oil (Soyabean Oil, Cottonseed & Palmolein Oil), Spices and Condiments (Red Chilli Powder, Ginger, Black Pepper, Cardamom, Nutmeg, Clove, Cumin Powder, Mace), Salt",100,430,71,9,12,2,0,7,1310,5,0,75,0,3.2,65,,,,
640,Maggi Chilly Chow Cuppa Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Thickeners (412 & 508), Humectant (451(i)) and Acidity regulators (501(1), 500 (i) & 330). Masala Tastemaker: Mixed spices (Dried garlic (20.4%). Red chilli powder (7.7%), Dehydrated onion, Black pepper powder, Star anise powder, Capsicum extract, Nutmeg powder, Coriander ex-tract, Cumin extract), Starch, lodized salt, Refined wheat flour (Maida), Tomato paste (7%), Sugar, Dehydrated carrot bits (6.3%), Thickeners (508 & 415), Toasted onion flakes (4%), Palm oil, Flavour enhancer (635), Acidity regulator (330), Yeast extract powder, Colour (150d) and Wheat gluten",100,388,53.1,7.5,16.5,13,0.18,2.5,988.8,0,0,0,0,0,50,,,,
641,MTR Breakfast Khatta Meetha Poha Mix,MTR,INSTANT FOOD,POHA,"Rice flakes (64%), Sugar, Edible vegetable fat-Interesterified (Made from Palm oil and Palm kernel oil), Raisins, Peanuts, Salt, Dehydrated onion flakes, Green chilli, Curry leaves, Turmeric, Dry mango powder, Cumin, Mustard, Maltodextrin and Acidity regulators (Citric acid (INS 330) and Tartaric acid (INS 334))",60,245,44,4,5.9,3,0,5.4,480,1.5,0,0,0,0,30,,,,
642,Maggi Chicken Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined Wheat Flour (Maida), Palm Oil, Lodised Salt, Wheat Gluten, Thickeners (508 and 412), Acidity Regulator (501(I) and 500(I)) and Humectant (451(I)). Tastemaker: Mixed Spices (22%) (Dehydrated Onion, Dried Garlic, Red Chilli Powder, Black Pepper Powder, Capsicum Extract, Turmeric Powder, Nutmeg Powder, Coriander Extract, Cumin Extract), Sugar, Refined Wheat Flour (Maida), Lodised Salt, Starch, Chicken Meat (5.7%), Palm Oil, Thickener (508), Chicken Fat (2.3%), Natural Flavour, Flavour Enhancer (635), Nature Identical Flavouring Substance, Acidity Regulator (330), Colour (150D), Dehydrated Kasuri Methi Leaves, Onion, Wheat Gluten and Dehydrated Bread",100,402,66.1,7.8,11.8,7.6,0.12,1.1,999.9,0,1.4,0,0,0,1.2,,,,
643,Maggi Special Masala Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined wheat flour (Maida), Palm oil, Wheat gluten, lodized salt, Thickeners (508 & 412), Acidity regulators (501(1) & 500 (1)) and Humectant (451(1)). Masala Tastemaker: Mixed spices (35.2%) (+Roasted spice powder (9.3%) (Coriander, Turmeric, Cumin, Aniseed, Black pepper, Fenugreek, Ginger, Green cardamom, Cinnamon, Clove, Nutneg, Bay leaf & Black cardamom), Red chilli powder, Onion powder, Garlic powder, Black pepper powder, Coriander powder, Turmeric powder, Cumin powder, Ginger powder, Aniseed powder, Fenugreek powder, Capsicum extract, Com-pounded asafoetida, Star anise powder, Coriander extract & Cumin extract), Sugar, lodized salt, Refined wheat flour (Maida), Onion, Thickener (508), Starch, Flavour enhancer (635), Yeast extract powder, Palm oil, Dehydrated kasuri methi leaves, Acidity regulator (330), Corn oil, Mineral and Wheat gluten",100,397,60.3,9.6,13.1,7.7,0.13,2.3,939.3,0,0,0,0,6.9,20,,,,
644,Gits Paneer Tikka Masala Ready to Eat,GITS,INSTANT FOOD,CURRY,"Onion. Cottage Cheese (21%), Tomate, Water, Capsicum, Red Chilli, Cashewnut, Yoghurt, Sunflower oil, Ghee, Salt, Garlic, Coriander. Ginger, Green chilli, Corn flour, Coriander seeds, Fennel seeds, Sugar, Cumin seeds. Turmeric, Green cardamom, Fenugreek seeds, Mustard, Fenugreek leaves. Caran seeds, Cinnamon Black pepper, Stararise, Dry bay leaf. Cardamom. Nutmeg. Black salt, Clove, Dry manga & Pomegranate",100,164,6,8,12,6.2,0,0.2,290,0,8,87,Vitamin A (mcg) 218,0.8,160,,,,
645, Gits Veg Biryani Ready to Eat,GITS,INSTANT FOOD,BIRIYANI,"Basmati Rice (58%), Potato Water Tomato, Color, Yoghurt, Peas, Sunflower Oil, Steelclarified Butter, Ginger, Garlic, Red Chillies, Coriander, Mint Salt Turmeric, Cinnamon, Camin, Black Pepper, Bay Leaves, Green Cardamon, Black Cardamom, Caraway Seeds, Nutmeg, Mace, Cloves, Star Anise, Fennel Seeds Rose Mater Sallon & Kewra Water",100,157,23,3.3,5.8,2,0.01,0,575,0,4,95,Vitamin A  (mcg) 85,1,160,,,,
646,Eastern 5 Min Instant Breakfast Idiyappam Ready Mix,EASTERN,INSTANT FOOD,IDIYAPPAM,"Rice Flour (97%), Refined Wheat Flour (Maida), Iodized Salt",100,343,78,7.7,0.5,0,0,0.7,389,2.2,0,0,0,0,99,,,,
647,Currychief Madras Sambar,CURRYCHIEF,INSTANT FOOD,SAMBAR,"Water, Shallots, Onion, Tomato, Toor Dal, Moong Dal, Sunflower Oil, Salt, Red Chilly, Asafoetida, Green Chilly, Coriander, Fenugreek, Turmeric, Mustard, Cumin, Pepper, Rice, Channa Dal",100,178,18.3,7.4,8.3,0,0,12.8,0,1.2,0,0,0,0,120,,,,
648,MTR Dosa Instant Mix,MTR,INSTANT FOOD,DOSA,"Rice flour (46%), Blackgram Dal (27%), Refined Wheat Flour, Edible Vegetable fat-interesterified (Palm Oil and Palm kernel oil), Salt, Leavening agent: Sodium bicarbonate (INS 500(ii)), Acidity Regulator: Malic Acid (INS 296), Fenugreek",100,362,65,12,6,3,0,0,1340,5.5,0,0,0,0,155,,,,
649,Cookd Black Pepper Kit,COOKD,INSTANT FOOD,MASALA POWDER,"Onion ((37%)), Water, Edible Vegetable Oil Refined Sunflower Oil, Garlic ((8%)), Soy Sauce, Ginger, Black Pepper, Iodized Salt, Vinegar, Flavour Enhancers (ins 627, Ins 630), Thickener (ins 1422), Hydrolysed Vegetable Protein, Yeast Extract, and Stabilizing Agent (ins 415) and Colour (ins 1500)",100,238.32,36.51,6.27,7.47,1.04,0,2.38,956.15,0,0,0,0,0,199,,,,
650,MTR Roasted Vermicelli,MTR,INSTANT FOOD,VERMICELLI,Wheat Semolina (Suji / Rawa),100,341,75,8,1,0,0,0,8,0,0,0,0,0,67,,,,
651,Aashirvaad Rava Idli Instant Mix,AASHIRVAAD,INSTANT FOOD,RAVA IDLI,"Semolina (86.3%), Refined Wheat Flour (Maida), Refined Palm Oil, Lodized Salt, Bengal Gram Dal (1.4%), Raising Agent [INS 500 (ii)], Dehydrated Carrot (1.2%), Curry Leaves (0.9%), Spices and Condi-ments, Mustard Seeds (0.5%), Ca-shewnuts (0.4%) and Dehydrated Green Chilli Powder",100,368,74.8,8.8,3.7,1.2,0.03,1.7,1242.5,0,0,0,0,0,300,,,,
652,MTR Breakfast Rava Dosa Mix,MTR,INSTANT FOOD,RAVA DOSA,"Semolina (45%), Rice, Refined Wheat Flour, Edible Vegetable fat-interesterified, Salt, Cumin, Green Chilli Powder, Acidity Regulator: Malic Acid (INS 296)",100,350.5,73,9,2.5,1,0,0,560,3.85,0,0,0,0,160,,,,
653,Yu Cheesy VEG Carbonara - Korean Ramen Noodles,YU FOODS,INSTANT FOOD,NOODLES,"Black Pepper, Butter, Celery, Cheddar Cheese, Corn Flour, Cream, Dry Red Chilli, Garlic, Ginger, Onion, Orange Peel, Peanuts, Salt, Sesame Seeds, Soy Sauce, Sugar, Sunflower Oil, and Wheat Flour",100,195,20,5.3,6.1,2.7,0,4.2,347,3.4,0,0,0,0,67,,,,
654,Too Yumm K-Bomb Ramen Hot n Spicy Instant Noodles,TOO YUMM,INSTANT FOOD,NOODLES,"Noodles: Refined Wheat Flour, Vegetable Oil (Rice Bran Oil), Iodized Salt, Wheat Gluten, Starch, Gelling Agent (INS 508), Sequestrant (INS 451(i)), Thickeners (INS 412), Acidity Regulators (INS 501(i), INS 500(i)) Seasoning Mix: Iodized Salt, Sugar, Spices and Condiments (Contains Onion, Garlic, Chilli), Natural and Nature Identical Flavouring Substances, Maltodextrin, Fermented Soya Sauce Powder, Hydrolysed Vegetable Protein, Tomato Powder, Vinegar, Acidity Regulator (INS 330), Flavour Enhancers (INS 627, INS 631), Anticaking Agent (INS 551), Colour (INS 150d), Dehydrated Herb (Celery) Used as natural flavouring agent Garnish: Dehydrated Cabbage, Spices and Condiments (Chilli), Iodized Salt, Sugar",100,431,66,11.4,13.7,3.7,0,4,1852,0,0,0,0,0,50,,,,
655,Maggi Nutri-licious Masala Veg Atta Noodles,MAGGI,INSTANT FOOD,NOODLES,"Herbs, Spices, Vegetables, Wheat Flour (Atta)",100,314,50.4,7.7,10.3,8.5,0.15,2.5,798.9,0,0,0,0,6.62,30,,,,
656,Maggi Korean BBQ Veg Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"NOODLES: Refined wheat flour (Maida), Palm oil, Wheat gluten, Iodized salt, Thickeners (508 & 412), Acidity regulators (501(i) & 500 (i)) and Humectant (451(i)). TASTEMAKER: Sugar, Soya sauce powder (Soya sauce, Maltodextrin, Iodized salt, Color (150c)), Garlic powder, Red chilli powder (11%), Thickener (508), Iodized salt, Flavour enhancer (635), Natural flavouring substance, Onion powder, Nature identical flavouring substances, Spice extract blend, Palm oil, Curry spice extract blend, Acidity regulator (330), Black pepper, Cinnamon powder, Star anise powder, Colour (150d), Sunflower oil and Rosemary extract. OIL: High oleic sunflower oil, Curry spice extract blend and Spice extract blend",100,321,41.6,8.2,13.5,7.6,0.14,3.2,915.7,0,0,0,0,0,60,,,,
657,YiPPee! Magic Masala Noodles with Added Veggies,SUNFEAST,INSTANT FOOD,NOODLES,"Instant Noodles: Refined Wheat Flour (Maida) (78.4%), Refined Palm Oil, Lodized Salt, Wheat Gluten (0.4%), Thickeners (INS 508, INS 412), Stabilizers (INS 170(1), INS 339(1), INS 450(), INS 452(0)] and Acidity Regulators [INS 501(1), INS 500(1), INS 330) Masala Mix: Dehydrated Vegetables [Beans (9.5%), Carrot (7.1%), Onion (4.6%) and Cabbage (3.8%), Instant Noodle Powder (Refined Wheat Flour (Maida) (15.5%), Refined Palm Oil, Lodized Salt and Wheat Gluten (0.08%)), Spices and Condiments (17.6%) (Garlic, Coriander, Cumin, Ginger, Chilli, Aniseed, Fenugreek, Black Pepper, Cardamom, Nutmeg, Caraway, Cinnamon, Clove and Turmeric), Sugar, Lodized Salt, Hydrolyzed Vegetable Protein, Natural Flavours and Natural Flavouring Substances, Nature Identical Flavouring Substances, Maltodextrin, Yeast Extract, Acidity Regulator (INS 330), Flavour Enhancers (INS 627, INS 631), Anticaking Agent (INS 551), Mineral, Vitamins and Starch",100,459,62.6,9,20.1,10.7,0.1,3,1247.1,0,0,128.5,"Vitamin C (mg) 6.0, Vitamin B9 (mcg) 17.7",2.6,120,,,,
658,Sunfeast Yippee! Korean Noodles Fiery Hot,SUNFEAST,INSTANT FOOD,NOODLES,"Instant Noodles: Maida (Refined Wheat Flour), Refined Palm Oil, Starch, Lodized Salt, Emulsifier (Mono and diglycerides of fatty acids (from Palm Oil)), Wheat Gluten, Thickener (INS 466), Acidity Regulators JINS 500(ii), INS 501(1), INS 330), Stabilizers [INS 339(il), INS 450(i)). Seasoning: Spices and Condiments (20.2%) (Dried Garlic, Red Chilli, Dried Ginger, Black Pepper, Spice Oleoresin), Hydrolyzed Vegetable Protein (Soya Protein Isolate, Maltodextrin), Instant Noodle Powder (Maida (Refined Wheat Flour), Refined Palm Oil, Starch, Lodized Salt, Wheat Gluten), Maltodextrin, Lodized Salt, Dehydrated Onion, Sugar, Soyabean Sauce Powder Soyabean Sauce, Maltodextrin), Flavour Enhancers (INS 627, INS 631]. Nature Identical Flavouring Substances, Yeast Extract, Anticaking Agent (INS 551), Natural Flavours and Natural Flavouring Substances, Thickener (INS 415), Acidity Regulator (INS 330). Dehydrated Vegetables (100.0%) [Cabbage (32.8%), Carrot (32.8%), Spring Onion (22.9%), Beans (6.6%), Zucchini (4.9%))",100,439,64.7,8.5,17.1,8.6,0.1,2.7,1770.6,0,0,0,0,0,55,,,,
659,Yu Zingy Cheese Instant Cup Noodles,YU FOODS,INSTANT FOOD,NOODLES,"Refined Flour Noodles, Cheddar Cheese, Onions, Garlic, Spring Onion, Corn Kernel, Tomato Puree, Palm Oil, Corn Flour, Milk, Vinegar, Refined Oil, Salt, Sugar, Red Chilli Powder, Spices and Seasoning, and Water",100,347,31.8,6.3,21.6,7.2,0.2,7.7,914,0,0,0,0,0,69,,,,
660,Bambino Elbow Macaroni Pasta,BAMBINO SOUTH,INSTANT FOOD,PASTA,"Durum Wheet Semelina/Rave Vitamins And Minerals Premix (Vitamin B3 (Es Niacinamide), Iron Las Ferrous Sulphate), Zinc (As Zinc Sulphate), Vitamin B2 (Riboflavin), Vitamin B1 (Es Thiemine Mononitrate and Vitamin B9 (Folic Acid)",100,357,75,12,1,0.2,0,2,0,0,0,3,"Vitamin B1 (mg) 0.42, Vitamin B2 (mg) 0.48, Vitamin B3 (mg) 5.4, Vitamin B9 (mcg) 60",2.4,56,,,,
661,Del Monte Penne Rigate Pasta Durum Wheat,DEL MONTE,INSTANT FOOD,PASTA,Durum Wheat Semolina,100,350,71,12,1.2,0.3,0,3.2,0,3.5,0,0,0,0,280,,,,
662,Ruchi magic Garlic Pickle,RUCHI,INSTANT FOOD,PICKLE,"Garlic Cloves and Crushed (22%), Potable Water, lodized Salt, Refined Rice Bran Oil, Tamarind, Jaggery, Chilli, Mixed Spices, Ginger Paste, Split Bengal Gram Dhal (Dal Chana), Split Black Gram (Urad Dal), Acidity Regulators (INS 330 & INS 260), Asafoetida and Preservative (INS 211)",100,123,5,2.5,10,2.5,0,2,1200,0,0,0,0,0,110,,,,
663,MasterChow Hot and Spicy Schezwan Chutney,MASTER CHOW,INSTANT FOOD,CHUTNEY,"Water, Red Chilli Paste (25%), Garlic (12%), Tomato Paste, Sugar, Refined Soyabean Oil, Ginger (7%), Celery (3%), Iodized Salt, Soya Sauce, Acidity Regulators (INS260 and INS330), Sichuan Peppercorn, I+G, Mixed Spices & Condiments, Paprika Oleoresin, and Preservative (INS211)",100,146,17.6,2.1,7.4,1.5,0.1,13.8,2256,0,0,0,0,0,98,,,,
664,Priya Lime Pickle In Lime Juice With Garlic,PRIYA,INSTANT FOOD,PICKLE,"Lime (61%), Iodised Salt, Lime Juice (7.5%), Garlic (5%), Chilli Powder, Fenugreek Powder, and Turmeric Powder",100,72,12.8,2,1.4,0.1,0,0.3,7284,0,0,0,0,0,110,,,,
665,Keya Malabar Chicken Pickle,KEYA,INSTANT FOOD,PICKLE,"Chicken (40%), Spices and Condiments (Red Chilli, Ginger, Garlic, Fenugreek and Mustard), Edible Vegetable Oil, Iodised Salt, Acidity Regulator (INS 260), Sugar and Preservative (INS 211)",100,202,7.2,12.5,13.6,0,0,0,4,0,0,0,0,0,320,,,,
666,The Little Farm Co. Mixed Gobhi Gajar Shalgum Pickle,THE LITTLE FARM CO,INSTANT FOOD,PICKLE,"Gobhi, Shalgum, Carrots, Red chilli, Himalayan pink salt, Garam masala, Rai, Jaggery, Sugarcane vinegar, Cold pressed mustard oil, Ginger, Garlic, Citric Acid",100,118,13,1,9,0,0,20,0,0,0,0,0,0,250,,,,
667,Dnv Appalam,DNV,INSTANT FOOD,PAPPAD,"Urad Dal, Flour, Refined Salt, Asafoetida, Sodium Carbonate, Rice Flour, Sunflower Refined Oil",100,325,1.4,18.5,0.6,0,0,0,218,0,0,13.9,Vitamin C (mg) 0.9,0,50,,,,
668,Wellfry Sabudana Red Chilli Papad,WELLFRY,INSTANT FOOD,PAPPAD,"Sabudana (Teploca) Red Chill, Rock Salt",100,333.9,79.64,6.65,0.1,0,0,0,80,0,0,0,0,0,85,,,,
669,Del Monte Sliced Black Olives,DEL MONTE,INSTANT FOOD,PICKLE,"Olives (48.5%), Water, Iodized Salt, Color Retention Agent (Ins 579)",100,125,3,0.5,13,2.3,0.1,0,720,3,0,0,0,0,210,,,,
670,Priya Mango Avakaya Pickle With Garlic,PRIYA,INSTANT FOOD,PICKLE,"Mango (59%), Iodized Salt, Refined Rice Bran Oil, Mustard Powder, Chilli Powder, Sesame Oil, Garlic (4%), Mustard Oil and Mixed Spices",100,206,14.9,3.1,14.9,2.3,0,8.9,5231,0,0,0,0,0,110,,,,
671,Daishik Green Chutney,DAISHIK,INSTANT FOOD,CHUTNEY,"Coriander, Mint Powder, Green Chilli, Bengal Gram, and Iodized Salt",100,401.7,76.3,14.8,8.2,0,0,0,191.4,0,0,0,0,0,85,,,,
672,MTR Instant Badam Drink Mix,MTR,INSTANT FOOD,BADAM DRINK MIX,"Sugar, Milk Solids, and Almond",100,57.4,12,0.72,0.72,0.06,0,11.4,8,0,0,0,0,0,295,,,,
673,MTR Schezwan Idli Mix,MTR,INSTANT FOOD,IDLI,"Sooji, Sprouted Millets (Jowar, Ragi) (8%), Corn, Cashew (4%), Desi Ghee (4%), Sunflower Oil, Urad Dal, Chana Dal, Sundried Vegetables (Carrot, Onion, Green Chilli, Curry Leaves). No Maltodextrin Seasoning: Salt, Jaggery Powder, Mustard, Cumin, Fennel, Ginger, Black Pepper, Herbs (Oregano, Basil), Hing, Natural & Nature Identical Flavours (Lemon), Vitamin E.",100,340,67,13,2.3,1.1,0,47,0,0,0,0,0,0,160,,,,
674,MTR Gourmet Butter Idli Mix,MTR,INSTANT FOOD,IDLI,"Rice, Black Gram Dal, Edible Vegetable Oil, Salt, Acidity Regulator, Raising Agent",100,340,67,13,2.3,1.1,0,47,0,0,0,0,0,0,160,,,,
675,Gits Khaman Dhokla Instant Snack Mix,GITS,INSTANT FOOD,DHOKLA,"Besan (Chick Pea Flour 68%), Sugar Powder, Semolina, Salt, Citric Acid (E330), Sodium Bicarbonate (E500(Ii)), Asafoetida, Turmeric and Sodium Acetate (E262) (Acidity Regulator)",100,370,67,16,4.2,0.4,0,19,1821,11.35,0,47,"Vitamin A (mg) 95.0, Vitamin C (mg) 0.74",0,150,,,,
676,Golden Prize Tuna Spread In Mayonnaise,GOLDEN PRICE,INSTANT FOOD,MAYONNAISE,"Baby Corn, Carrot, Guar Gum (E412), Mayonnaise, Natural Colour (E171), Onion, Salt, Sugar, Sweet Corn, Sweet Pepper, Tuna, and Vinegar",43,36,3.2,4.4,0.6,0,0,1,250,0,0,0,0,0,265,,,,
